status,is_complete,dataset_name,task_type,num_labels,model_name,model_family,model_loader,model_path,scenario_name,base_optimizer,lr,weight_decay,mode,target,alpha,beta,mix_lambda,start_epoch,trainable_scope,run_id,exp_dir,history_path,log_path,dataset_config_path,model_config_path,scenario_config_path,initial_model_path,best_model_path,final_model_path,has_history_json,has_log_txt,has_initial_model_pt,has_best_model_pt,has_final_model_pt,best_model_size_mb,final_model_size_mb,n_epochs_recorded,best_epoch,best_val_macro_f1,best_val_accuracy,best_val_loss,best_val_micro_f1,best_val_weighted_f1,best_val_confidence,best_test_macro_f1_at_best_val,best_test_accuracy_at_best_val,best_test_loss_at_best_val,best_test_micro_f1_at_best_val,best_test_weighted_f1_at_best_val,final_train_loss,final_train_accuracy,final_train_macro_f1,final_val_loss,final_val_accuracy,final_val_macro_f1,final_val_micro_f1,final_val_weighted_f1,final_test_loss,final_test_accuracy,final_test_macro_f1,final_test_micro_f1,final_test_weighted_f1,mean_grad_norm,mean_nonfinite_grad_tensors,total_nonfinite_train_loss_batches,total_nonfinite_val_loss_batches,total_nonfinite_test_loss_batches,mean_fractional_applied_params,mean_epoch_time,total_epoch_time,mean_throughput,log_best_epoch,log_best_val_macro_f1,log_best_val_acc,log_best_val_loss,log_test_macro_f1_at_best_val,log_test_acc_at_best_val,log_test_loss_at_best_val,log_total_run_time_sec,scenario_family
complete,True,ag_news,topic_classification,4,bert_tiny,bert,bert_forced,/home/tahiti/Malashin_Projects/hf_models/bert_tiny,emb_replace_a080,adamw,2e-05,0.01,replace,embeddings,0.8,0.9,1.0,1.0,all,3,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_3,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_3/history.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_3/log.txt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_3/dataset_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_3/model_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_3/scenario_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_3/initial_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_3/best_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_3/final_model.pt,True,True,False,True,False,16.751008987426758,,5,4,0.9228419538874806,0.9226666688919067,0.24892205103238424,0.9226666666661665,0.9226696483115224,0.9577860811551412,0.9241150586717377,0.9240789413452148,0.2514407027395148,0.9240789473679208,0.9241150586717377,0.11720507147577074,0.9632592797279358,0.9632523249141317,0.2706114364862442,0.922249972820282,0.9222399351052327,0.9222499999994999,0.9220659170779445,0.27004956709711175,0.9240789413452148,0.92387877819664,0.9240789473679208,0.9238787781966399,0.4884324379696813,0.0003555555555555555,0.0,0.0,0.0,5.0,230.173512840271,1150.867564201355,469.9625744274933,4,0.922842,0.922667,0.248922,0.924115,0.924079,0.251441,1151.04,embedding_alpha_sweep_replace
complete,True,ag_news,topic_classification,4,bert_tiny,bert,bert_forced,/home/tahiti/Malashin_Projects/hf_models/bert_tiny,emb_replace_a090,adamw,2e-05,0.01,replace,embeddings,0.9,0.9,1.0,1.0,all,2,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a090/run_2,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a090/run_2/history.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a090/run_2/log.txt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a090/run_2/dataset_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a090/run_2/model_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a090/run_2/scenario_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a090/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a090/run_2/best_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a090/run_2/final_model.pt,True,True,False,True,False,16.751008987426758,,5,4,0.928727345779064,0.9290000200271606,0.2415944844086965,0.9289999999994998,0.9290645725697775,0.9612136324246724,0.9241068777599294,0.9240789413452148,0.24708206703788355,0.9240789473679208,0.9241068777599295,0.12012068029686257,0.9624722003936768,0.9624936851164168,0.27099252955118813,0.9240000247955322,0.9235416433472824,0.9239999999994998,0.9238932963352771,0.272423325965279,0.9253947138786316,0.9252324789528855,0.9253947368416051,0.9252324789528855,0.5097102237058858,0.0004148148148148148,0.0,0.0,0.0,5.0,230.9519380569458,1154.759690284729,468.43299613239196,4,0.928727,0.929,0.241594,0.924107,0.924079,0.247082,1154.94,embedding_alpha_sweep_replace
complete,True,ag_news,topic_classification,4,bert_tiny,bert,bert_forced,/home/tahiti/Malashin_Projects/hf_models/bert_tiny,emb_mix_a08_lam015,adamw,2e-05,0.01,mix,embeddings,0.8,0.9,0.015,1.0,all,4,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_4,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_4/history.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_4/log.txt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_4/dataset_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_4/model_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_4/scenario_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_4/initial_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_4/best_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_4/final_model.pt,True,True,False,True,False,16.751008987426758,,5,5,0.9216533027447437,0.921750009059906,0.24289822673797606,0.9217499999994998,0.9215417790221733,0.9506486150423685,0.9240159965685125,0.9242105484008789,0.24401917432483874,0.9242105263152893,0.9240159965685125,0.2017856081150196,0.9328703880310059,0.9328007109190225,0.24289822673797606,0.921750009059906,0.9216533027447437,0.9217499999994998,0.9215417790221733,0.24401917432483874,0.9242105484008789,0.9240159965685125,0.9242105263152893,0.9240159965685125,0.9876127407152222,0.0004148148148148148,0.0,0.0,0.0,5.0,162.61444821357728,813.0722410678864,705.092286883407,5,0.921653,0.92175,0.242898,0.924016,0.924211,0.244019,813.28,embedding_weak_mix
complete,True,ag_news,topic_classification,4,bert_tiny,bert,bert_forced,/home/tahiti/Malashin_Projects/hf_models/bert_tiny,emb_replace_a060,adamw,2e-05,0.01,replace,embeddings,0.6,0.9,1.0,1.0,all,0,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_0,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_0/history.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_0/log.txt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_0/dataset_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_0/model_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_0/scenario_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_0/best_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_0/final_model.pt,True,True,False,True,False,16.751008987426758,,5,3,0.9264256163218385,0.9267500042915344,0.233189093430837,0.9267499999994998,0.9266866634657479,0.9539527988433838,0.9237711898617458,0.9238157868385315,0.24065131011762117,0.9238157894731841,0.9237711898617458,0.11606527779941206,0.9636481404304504,0.9636730006566869,0.27852053995927173,0.9225833415985107,0.922071849552748,0.9225833333328332,0.9223480432674586,0.27465453944708174,0.9236842393875122,0.9234713680232967,0.9236842105258156,0.9234713680232967,0.49257117342628903,0.0004148148148148148,0.0,0.0,0.0,5.0,294.2368877887726,1471.184438943863,429.6426390912475,3,0.926426,0.92675,0.233189,0.923771,0.923816,0.240651,1471.28,embedding_alpha_sweep_replace
complete,True,ag_news,topic_classification,4,bert_tiny,bert,bert_forced,/home/tahiti/Malashin_Projects/hf_models/bert_tiny,emb_replace_a060,adamw,2e-05,0.01,replace,embeddings,0.6,0.9,1.0,1.0,all,2,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_2,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_2/history.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_2/log.txt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_2/dataset_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_2/model_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_2/scenario_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_2/best_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a060/run_2/final_model.pt,True,True,False,True,False,16.751008987426758,,5,4,0.9257232377357785,0.9257500171661377,0.2407505296866099,0.9257499999994998,0.9256146064036511,0.9597900295257569,0.9237223352019424,0.9239473938941956,0.25727096156070106,0.9239473684205526,0.9237223352019424,0.12260161915531864,0.9618333578109741,0.9618241430749828,0.2661416813532511,0.9227499961853027,0.9228104433802818,0.9227499999994999,0.9227092675281304,0.28316214009335167,0.921973705291748,0.9218975698111872,0.9219736842100261,0.9218975698111873,0.508150835934676,0.0004740740740740741,0.0,0.0,0.0,5.0,231.34680180549623,1156.734009027481,466.94847007174275,4,0.925723,0.92575,0.240751,0.923722,0.923947,0.257271,1156.88,embedding_alpha_sweep_replace
complete,True,ag_news,topic_classification,4,bert_tiny,bert,bert_forced,/home/tahiti/Malashin_Projects/hf_models/bert_tiny,emb_mix_a08_lam015,adamw,2e-05,0.01,mix,embeddings,0.8,0.9,0.015,1.0,all,2,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_2,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_2/history.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_2/log.txt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_2/dataset_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_2/model_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_2/scenario_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_2/best_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam015/run_2/final_model.pt,True,True,False,True,False,16.751008987426758,,5,5,0.9280511600532129,0.9281666874885559,0.22007205533981322,0.9281666666661664,0.9280851378375601,0.9476604541142781,0.9235857781296756,0.9236842393875122,0.23921873293424908,0.9236842105258156,0.9235857781296756,0.19810066151618957,0.933722198009491,0.9336779750935411,0.22007205533981322,0.9281666874885559,0.9280511600532129,0.9281666666661664,0.9280851378375601,0.23921873293424908,0.9236842393875122,0.9235857781296756,0.9236842105258156,0.9235857781296756,0.9878512852439615,0.0004148148148148148,0.0,0.0,0.0,5.0,283.98304471969607,1419.9152235984802,380.9385275726012,5,0.928051,0.928167,0.220072,0.923586,0.923684,0.239219,1420.09,embedding_weak_mix
complete,True,ag_news,topic_classification,4,bert_tiny,bert,bert_forced,/home/tahiti/Malashin_Projects/hf_models/bert_tiny,emb_mix_a08_lam010,adamw,2e-05,0.01,mix,embeddings,0.8,0.9,0.01,1.0,all,4,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam010/run_4,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam010/run_4/history.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam010/run_4/log.txt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam010/run_4/dataset_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam010/run_4/model_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam010/run_4/scenario_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam010/run_4/initial_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam010/run_4/best_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_mix_a08_lam010/run_4/final_model.pt,True,True,False,True,False,16.751008987426758,,5,5,0.921921005040049,0.9224166870117188,0.24191541719436646,0.9224166666661665,0.9221430761303537,0.9509110581080119,0.9235291412286011,0.9238157868385315,0.24048665021595203,0.9238157894731841,0.9235291412286011,0.19855151539378696,0.9347777962684631,0.9347470866263791,0.24191541719436646,0.9224166870117188,0.921921005040049,0.9224166666661665,0.9221430761303537,0.24048665021595203,0.9238157868385315,0.9235291412286011,0.9238157894731841,0.9235291412286011,0.9910642654962004,0.0004148148148148148,0.0,0.0,0.0,5.0,285.2410776615143,1426.2053883075714,378.705118108472,5,0.921921,0.922417,0.241915,0.923529,0.923816,0.240487,1426.43,embedding_weak_mix
complete,True,ag_news,topic_classification,4,bert_tiny,bert,bert_forced,/home/tahiti/Malashin_Projects/hf_models/bert_tiny,emb_replace_a080,adamw,2e-05,0.01,replace,embeddings,0.8,0.9,1.0,1.0,all,4,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_4,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_4/history.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_4/log.txt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_4/dataset_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_4/model_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_4/scenario_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_4/initial_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_4/best_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a080/run_4/final_model.pt,True,True,False,True,False,16.751008987426758,,5,3,0.9240527550931632,0.9243333339691162,0.24500980138778686,0.9243333333328332,0.9241434691433065,0.9531262249946594,0.9235142822642413,0.9236842393875122,0.24970831042841862,0.9236842105258156,0.9235142822642413,0.11914192339226051,0.962925910949707,0.9629426723953635,0.27774841312567394,0.9210000038146973,0.9207938013124856,0.9209999999994998,0.9209000726721722,0.2784660077095032,0.9221052527427673,0.9220554070888711,0.9221052631573946,0.9220554070888711,0.4921010175569559,0.0004148148148148148,0.0,0.0,0.0,5.0,229.81220245361328,1149.0610122680664,470.11824962649115,3,0.924053,0.924333,0.24501,0.923514,0.923684,0.249708,1149.26,embedding_alpha_sweep_replace
complete,True,ag_news,topic_classification,4,bert_tiny,bert,bert_forced,/home/tahiti/Malashin_Projects/hf_models/bert_tiny,delayed_head_mix_a08_lam010_warm1,adamw,2e-05,0.01,mix,head,0.8,0.9,0.01,2.0,all,1,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/delayed_head_mix_a08_lam010_warm1/run_1,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/delayed_head_mix_a08_lam010_warm1/run_1/history.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/delayed_head_mix_a08_lam010_warm1/run_1/log.txt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/delayed_head_mix_a08_lam010_warm1/run_1/dataset_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/delayed_head_mix_a08_lam010_warm1/run_1/model_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/delayed_head_mix_a08_lam010_warm1/run_1/scenario_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/delayed_head_mix_a08_lam010_warm1/run_1/initial_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/delayed_head_mix_a08_lam010_warm1/run_1/best_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/delayed_head_mix_a08_lam010_warm1/run_1/final_model.pt,True,True,False,True,False,16.750825881958008,,5,5,0.9265356220109047,0.9265000224113464,0.2246723214785258,0.9264999999994998,0.9266242844860733,0.9486473364830017,0.9234842884216938,0.9234210252761841,0.2387373685836792,0.9234210526310788,0.9234842884216938,0.20097927749598468,0.9338981509208679,0.9338656309070553,0.2246723214785258,0.9265000224113464,0.9265356220109047,0.9264999999994998,0.9266242844860733,0.2387373685836792,0.9234210252761841,0.9234842884216938,0.9234210526310788,0.9234842884216938,0.998599923682438,0.0004148148148148148,0.0,0.0,0.0,1.6,230.9464659690857,1154.7323298454285,467.7401330485283,5,0.926536,0.9265,0.224672,0.923484,0.923421,0.238737,1154.95,head_mixed_control
complete,True,ag_news,topic_classification,4,bert_tiny,bert,bert_forced,/home/tahiti/Malashin_Projects/hf_models/bert_tiny,baseline_adamw,adamw,2e-05,0.01,none,none,,,0.0,,all,4,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/baseline_adamw/run_4,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/baseline_adamw/run_4/history.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/baseline_adamw/run_4/log.txt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/baseline_adamw/run_4/dataset_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/baseline_adamw/run_4/model_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/baseline_adamw/run_4/scenario_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/baseline_adamw/run_4/initial_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/baseline_adamw/run_4/best_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/baseline_adamw/run_4/final_model.pt,True,True,False,True,False,16.750764846801758,,5,5,0.9258459774419803,0.9260833263397217,0.22467924054463703,0.9260833333328331,0.9259096405429836,0.9468970340092977,0.9234775918644971,0.9236842393875122,0.24300432707134045,0.9236842105258156,0.9234775918644972,0.19970623576199567,0.9343611001968384,0.9343313494199805,0.22467924054463703,0.9260833263397217,0.9258459774419803,0.9260833333328331,0.9259096405429836,0.24300432707134045,0.9236842393875122,0.9234775918644971,0.9236842105258156,0.9234775918644972,0.9986661367311257,0.0003555555555555555,0.0,0.0,0.0,0.0,280.4986399173737,1402.4931995868683,385.4234271376621,5,0.925846,0.926083,0.224679,0.923478,0.923684,0.243004,1402.69,baseline
complete,True,ag_news,topic_classification,4,bert_tiny,bert,bert_forced,/home/tahiti/Malashin_Projects/hf_models/bert_tiny,emb_replace_a070,adamw,2e-05,0.01,replace,embeddings,0.7,0.9,1.0,1.0,all,0,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a070/run_0,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a070/run_0/history.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a070/run_0/log.txt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a070/run_0/dataset_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a070/run_0/model_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a070/run_0/scenario_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a070/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a070/run_0/best_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a070/run_0/final_model.pt,True,True,False,True,False,16.751008987426758,,5,4,0.9245908273429048,0.9244166612625122,0.26004177721341454,0.9244166666661664,0.9243810742559931,0.9634048864046733,0.9234519434141796,0.9235526323318481,0.26079986848329245,0.9235526315784472,0.9234519434141796,0.11813045306558963,0.9629907608032227,0.9629805136941557,0.27595927834510803,0.9233333468437195,0.9235402634495482,0.9233333333328332,0.9233047112417784,0.2672227464224163,0.9215789437294006,0.9215270981677782,0.9215789473679209,0.9215270981677782,0.5034262275773437,0.00047407407407407413,0.0,0.0,0.0,5.0,284.24810085296633,1421.2405042648315,380.01674125340185,4,0.924591,0.924417,0.260042,0.923452,0.923553,0.2608,1421.39,embedding_alpha_sweep_replace
complete,True,ag_news,topic_classification,4,bert_tiny,bert,bert_forced,/home/tahiti/Malashin_Projects/hf_models/bert_tiny,emb_replace_a050,adamw,2e-05,0.01,replace,embeddings,0.5,0.9,1.0,1.0,all,0,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a050/run_0,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a050/run_0/history.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a050/run_0/log.txt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a050/run_0/dataset_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a050/run_0/model_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a050/run_0/scenario_config.json,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a050/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a050/run_0/best_model.pt,/home/tahiti/Malashin_Projects/runs_real_text_fractional_concept/ag_news/bert_tiny/emb_replace_a050/run_0/final_model.pt,True,True,False,True,False,16.751008987426758,,5,4,0.9254837876404887,0.9254166483879089,0.25932733750343323,0.9254166666661666,0.9253176545701916,0.9642774616877238,0.9234281470742576,0.9235526323318481,0.2631467686201397,0.9235526315784472,0.9234281470742576,0.12216925577322642,0.9620370268821716,0.9620230457415058,0.275430247147878,0.9236666560173035,0.9236520343086497,0.9236666666661665,0.9234780345842237,0.28219239410601166,0.9223684072494507,0.9220874355784611,0.9223684210521315,0.9220874355784611,0.5056077309575132,0.0004148148148148148,0.0,0.0,0.0,5.0,322.2815625667572,1611.407812833786,336.20875610954556,4,0.925484,0.925417,0.259327,0.923428,0.923553,0.263147,1611.56,embedding_alpha_sweep_replace
